No,性別,年代区分,住居状況区分,家族状況区分,家族人数区分,家族同居区分,年収区分,勤務形態区分,申込経路,申請理由,引上率,審査結果,申請有無
20320,1,50代,6,1,4,1,7,03,2,9,1.207692308,1,0
20321,2,20代,5,2,1,2,0,06,3,1,1.217391304,1,1
20322,1,40代,5,1,3,1,5,02,3,6,1.8375,1,1
20323,2,60代,1,1,2,1,2,02,2,3,1.230769231,1,0
20324,1,30代,2,2,3,1,1,02,3,13,1,4,0
20325,2,20代,5,2,1,2,2,02,3,4,1,4,1
20326,2,40代,5,2,1,2,3,02,2,0,2,1,0
20327,2,50代,5,2,1,2,3,02,3,2,1.285714286,1,0
20328,2,70代,1,2,1,2,3,02,2,8,2.363636364,1,0
20329,1,40代,5,1,2,2,2,13,3,1,1,4,0
20330,2,40代,5,2,1,2,5,02,3,0,5,1,0
20331,2,40代,2,2,1,1,6,02,3,7,1,4,0
20332,2,40代,2,2,1,1,6,02,3,5,1,4,0
20333,2,30代,2,2,3,1,2,05,3,4,1.166666667,1,0
20334,1,50代,1,1,9,9,5,02,3,0,1.1,1,0
20335,1,30代,5,2,2,1,2,03,2,4,1.14,1,1
20336,2,70代,1,2,1,1,1,08,2,1,1.714285714,1,0
20337,1,70代,1,1,2,1,1,08,3,3,2.5,2,0
20338,2,30代,5,1,2,1,3,02,3,3,1,4,1
20339,2,40代,1,2,2,1,3,02,2,10,1.516666667,1,0
20340,2,60代,4,1,2,1,1,07,2,3,3.55,1,0
20341,2,40代,6,1,4,1,0,04,3,6,1,4,0
20342,2,30代,5,2,1,2,2,02,2,9,1.033333333,1,0
20343,1,50代,1,1,2,1,3,05,3,10,1.4125,1,1
20344,1,30代,1,1,4,1,6,02,3,7,1.25,1,0
20345,2,20代,5,1,2,1,4,02,3,1,1.666666667,2,0
20346,1,60代,2,1,2,1,4,02,2,9,1.3,1,0
20347,2,40代,2,1,4,1,0,04,3,6,2.666666667,1,1
20348,2,30代,7,2,1,2,1,02,3,4,1,4,0
20349,2,20代,2,2,4,1,0,06,3,4,1.25,1,0
20350,1,30代,1,1,3,1,9,02,3,8,2.777777778,2,1
20351,1,20代,5,2,1,2,1,02,3,0,1,4,0
20352,1,50代,2,1,3,1,3,02,3,0,1,4,1
20353,2,50代,1,1,3,1,3,03,3,10,1,4,0
20354,1,20代,2,2,3,1,0,06,3,4,1.428571429,1,1
20355,2,40代,5,2,3,1,1,12,3,1,1.136363636,1,0
20356,1,50代,1,2,1,2,5,02,3,0,1.833333333,1,0
20357,2,20代,6,2,3,1,1,02,3,4,1.5,1,0
20358,1,20代,2,2,1,1,1,02,3,4,1.168674699,1,0
20359,1,50代,1,1,4,1,6,02,3,2,1.272727273,1,0
20360,2,20代,7,2,1,2,1,02,3,4,1.65,1,0
20361,1,40代,3,1,4,2,7,02,3,0,1.516666667,1,0
20362,1,30代,2,2,4,1,1,02,3,2,2.428571429,1,0
20363,1,20代,1,1,2,1,5,10,3,6,1,4,1
20364,1,40代,1,1,3,1,3,02,3,2,1,4,1
20365,1,50代,5,1,2,1,6,05,3,2,1.5,1,0
20366,2,40代,7,2,1,2,2,03,3,4,1,4,1
20367,2,20代,2,2,3,1,2,02,3,1,1.833333333,1,0
20368,1,40代,2,1,4,1,4,02,3,1,1,4,0
20369,1,30代,1,1,4,1,5,02,3,4,1.181818182,1,1
20371,1,10代,2,2,1,1,1,02,3,0,1,4,0
20372,1,30代,5,2,1,2,3,02,3,2,2,2,0
20373,2,40代,5,1,3,1,1,07,3,0,2.2,1,0
20374,1,20代,2,2,3,1,1,02,3,4,1,4,0
20375,1,20代,2,2,4,1,0,06,3,4,1.55,1,0
20376,2,50代,2,2,4,1,1,05,2,1,1,4,1
20377,1,40代,5,1,4,2,6,05,3,7,1,4,1
20378,2,50代,2,2,1,1,4,02,3,1,2.153846154,1,1
20379,2,20代,5,1,2,1,3,02,3,11,3,1,0
20380,2,30代,5,1,4,1,3,01,2,1,1,4,0
20381,2,30代,7,2,1,2,0,11,2,4,1,4,1
20382,1,60代,1,1,3,1,1,02,2,1,2.228571429,1,0
20383,2,60代,1,2,1,1,0,11,2,1,1.144444444,1,1
20384,2,60代,1,1,3,1,1,07,2,0,3.166666667,1,0
20385,2,30代,5,1,2,1,3,02,2,11,2.666666667,1,0
20386,1,20代,3,1,2,2,3,02,2,11,3.846153846,2,0
20387,2,40代,1,1,3,1,2,02,2,5,1.5,1,0
20388,1,30代,5,2,1,2,3,02,2,6,1,4,0
20389,2,40代,7,1,2,1,0,04,3,1,1.625,1,0
20390,1,50代,4,1,2,1,4,02,2,3,1.8,1,0
20391,2,20代,2,2,3,1,1,06,2,3,1,4,0
20392,2,40代,4,1,4,1,3,02,2,3,1.428571429,1,0
20393,2,50代,2,1,3,1,3,02,2,2,1.769230769,1,0
20394,2,30代,3,1,2,1,2,02,3,4,1.166666667,1,0
20395,2,30代,1,1,2,1,4,01,2,7,1.3,1,1
20396,1,60代,1,1,2,1,9,01,2,12,1.8,1,1
20397,1,40代,1,1,2,1,5,02,3,14,1.8,1,0
20398,1,30代,1,1,3,1,4,02,2,3,1.666666667,1,0
20399,1,70代,1,1,2,1,0,07,2,6,2.222222222,2,0
20400,1,50代,1,1,4,1,5,02,3,1,1.4,1,1
20401,2,70代,2,1,2,1,1,08,2,0,2.666666667,1,0
20402,2,50代,7,2,3,1,1,05,2,0,1.5,1,0
20403,2,20代,7,2,1,2,1,02,2,16,1.25,1,0
20404,1,40代,7,0,1,1,2,02,3,0,1,4,1
20405,2,40代,2,1,1,2,2,02,3,3,2.5,1,0
20406,2,50代,2,2,9,9,2,02,3,1,2.428571429,1,0
20407,2,40代,2,2,3,1,1,02,3,8,1.95,1,0
20408,2,60代,1,1,2,1,1,03,2,4,1.181818182,1,1
20409,1,30代,2,2,3,1,3,02,3,14,4.416666667,1,0
20410,2,20代,2,2,4,1,1,06,3,10,1.566666667,1,0
20411,2,40代,2,1,2,1,2,02,3,14,1.223880597,1,0
20412,2,70代,1,2,1,1,0,08,2,1,1.285714286,1,0
20413,2,30代,7,1,2,1,2,02,3,3,2.5,1,1
20414,1,20代,5,2,1,2,1,02,3,5,1.4,1,0
20416,2,40代,7,2,1,2,1,05,2,1,1.272727273,1,1
20417,2,30代,4,2,1,1,1,07,2,3,1.214285714,1,0
20418,1,50代,3,1,4,1,6,01,2,8,1.739130435,2,0
20419,2,60代,2,1,2,1,0,08,2,5,4.4,1,0
20420,1,20代,5,2,4,1,0,06,3,4,1.1,1,0
20421,1,40代,4,1,4,1,5,02,2,0,1,4,1
20422,2,50代,1,1,3,1,0,04,3,1,1.625,1,0
20423,2,20代,2,2,4,1,1,02,3,1,1,4,0
20424,2,50代,2,1,2,1,0,04,2,0,1.42,1,0
20425,2,70代,1,1,2,1,1,07,2,0,3.333333333,1,0
20426,2,20代,2,2,4,1,1,02,2,1,1.4,1,0
20427,1,70代,1,1,2,1,7,10,2,0,1.956521739,1,1
20428,2,40代,2,2,2,1,3,02,2,7,1.727272727,1,0
20430,2,30代,5,2,1,2,3,02,2,2,1.9,1,0
20431,2,80代,1,2,1,1,0,08,2,3,4.1,1,0
20432,1,20代,2,2,3,1,1,03,3,0,1.142857143,2,1
20433,1,20代,3,2,1,2,1,03,3,5,1.166666667,1,0
20434,1,40代,1,1,3,1,4,02,3,1,1.2,1,0
20435,1,30代,3,1,3,2,3,02,3,5,1,4,0
20436,1,30代,1,1,3,1,3,02,3,18,2.923076923,1,0
20437,1,30代,2,2,4,1,1,02,3,4,1.5,1,0
20438,2,20代,5,2,1,2,1,03,3,4,1.24,1,1
20439,1,20代,2,2,1,1,1,02,3,5,1,4,1
20440,2,40代,2,1,3,1,2,02,3,2,3,1,1
20441,2,40代,2,1,3,1,1,07,3,6,1.357142857,1,0
20442,1,20代,2,2,4,1,0,06,3,2,1,4,1
20443,2,20代,2,2,3,1,1,12,3,4,1.95,1,1
20444,1,30代,5,1,2,1,6,02,3,14,1.5,2,1
20445,2,60代,2,1,4,1,1,07,3,5,1,4,1
20446,1,50代,6,2,2,1,3,02,3,0,1,4,0
20447,2,20代,7,2,3,1,1,02,3,1,6,1,1
20448,1,30代,1,1,2,1,4,02,3,8,1,4,0
20449,1,50代,3,2,1,1,9,01,3,1,1,4,1
20450,2,20代,3,2,1,2,2,03,3,6,3,1,0
20451,2,20代,2,2,4,1,1,02,3,1,2.5,1,0
20452,2,40代,2,2,1,0,3,02,3,3,4.333333333,1,0
20453,1,20代,2,2,3,1,1,02,3,4,1.2,2,0
20454,2,30代,3,1,4,1,2,02,3,1,1,4,0
20455,2,20代,2,2,2,1,1,02,3,4,1.333333333,1,0
20456,2,20代,5,2,2,1,1,02,3,8,1.6,2,0
20457,1,60代,1,1,2,1,9,02,2,8,2.777777778,2,0
20458,2,80代,1,2,2,1,0,08,2,14,2,1,0
20459,1,40代,1,1,3,1,3,02,2,6,1.909090909,1,0
20460,2,70代,1,2,1,1,1,08,2,6,2.5,1,0
20461,1,50代,1,1,4,1,3,02,2,0,1.633333333,1,0
20462,1,50代,1,1,4,1,4,02,2,9,2,1,0
20463,2,70代,1,2,1,2,2,08,2,2,1.090909091,1,0
20464,1,70代,1,1,2,1,9,05,2,0,2.533333333,1,1
20465,1,60代,2,1,4,1,9,01,2,15,1.909090909,1,0
20466,2,20代,2,2,1,1,4,02,2,1,4,1,0
20467,1,30代,5,1,4,1,9,02,3,14,1.6,1,1
20468,2,60代,4,2,1,2,2,03,2,5,1,4,0
20469,1,30代,2,1,2,1,3,02,2,11,7.666666667,1,0
20470,2,70代,1,1,2,1,0,08,2,15,4,1,0
20471,1,30代,7,1,2,1,3,03,2,6,3.392857143,1,0
20472,1,40代,1,2,3,1,6,02,2,14,1.217391304,1,0
20473,2,20代,3,2,1,2,1,02,3,1,1.5,2,0
20474,2,30代,5,2,1,1,3,02,2,5,1,4,0
20475,2,30代,2,1,4,1,2,02,2,0,2,1,0
20476,2,30代,2,1,3,1,0,06,3,5,1.166666667,1,0
20477,1,60代,4,1,2,1,4,01,2,0,1.125,1,0
20478,1,50代,1,1,4,1,7,02,2,0,2.1,1,0
20479,1,30代,2,2,4,1,3,02,2,8,1.909090909,1,0
20480,2,30代,2,1,3,1,0,04,3,5,1.25,1,0
20481,2,20代,2,2,1,1,2,02,2,1,6,1,0
20482,1,20代,2,2,1,1,1,02,2,4,2.3,1,1
20483,1,20代,2,2,3,1,0,06,2,4,1.2,1,0
20484,1,70代,1,1,1,2,5,05,3,3,1.5,2,1
20485,2,60代,1,2,1,2,2,01,2,12,1.975,1,0
20486,2,70代,1,1,2,1,1,08,2,5,1.333333333,1,0
20487,2,50代,2,1,3,1,1,05,2,6,2.538461538,1,0
20488,1,30代,5,1,2,1,5,02,2,3,2,1,0
20489,2,40代,5,2,1,2,2,02,2,7,1,4,0
20490,2,30代,2,2,4,1,0,02,2,7,1.25,1,0
20491,2,60代,2,2,3,1,2,07,2,6,1.833333333,1,1
20492,2,20代,2,2,4,1,1,02,2,4,1.25,1,0
20493,2,20代,7,2,1,2,1,02,2,4,1.95,1,0
20494,2,30代,5,1,2,1,3,02,3,3,1,4,1
20495,2,50代,1,1,3,1,3,05,2,0,1.130434783,1,1
20496,2,30代,2,2,3,1,2,02,3,17,2.5,1,0
20497,2,40代,1,2,3,1,2,02,2,9,1.083333333,1,0
20498,2,50代,5,2,1,2,9,01,2,6,2.5,1,0
20499,2,50代,1,2,2,1,2,01,2,5,1.38,1,0
20500,2,60代,1,2,1,2,2,02,2,15,2.363636364,1,0
20501,1,30代,5,1,3,1,4,02,2,0,1.3,1,1
20502,1,50代,1,1,2,1,8,02,2,14,2.5625,1,0
20503,1,20代,7,2,1,2,0,06,2,0,2,2,0
20504,1,50代,7,1,3,1,3,01,2,8,2,1,0
20505,1,40代,1,1,4,1,3,01,2,6,3.333333333,2,1
20506,2,20代,5,2,1,2,2,02,3,0,1,4,0
20507,2,40代,1,1,2,1,4,02,2,9,2.181818182,1,1
20508,1,30代,5,1,2,1,5,10,2,8,1.833333333,1,0
20509,2,70代,1,1,3,1,1,08,2,0,2,1,0
20510,2,40代,5,1,2,1,9,01,2,12,1.481481481,2,1
20511,1,30代,5,1,2,1,2,02,3,11,2.666666667,1,0
20512,1,40代,5,2,3,1,5,03,2,14,1.35,1,0
20513,2,50代,1,1,2,1,2,13,2,9,3.333333333,1,0
20514,1,60代,1,1,2,1,2,08,2,14,1.7,1,0
20515,2,40代,1,1,3,1,4,02,3,7,1.25,1,0
20516,1,40代,5,1,4,1,7,02,2,4,1.08,1,0
20517,2,70代,2,1,2,1,0,08,2,0,1.32,1,0
20518,2,70代,1,1,3,1,1,08,2,9,2.666666667,1,0
20519,1,20代,3,1,4,1,5,02,2,2,1.625,1,1
20521,2,20代,5,2,1,2,1,02,2,0,1,4,0
20522,1,40代,4,2,1,2,5,01,2,0,1,4,1
20523,1,40代,1,1,2,1,3,02,3,2,1.625,2,0
20524,1,30代,6,1,2,2,2,02,3,4,1,4,1
20525,1,20代,2,2,4,1,1,02,3,4,1.32,1,0
20526,1,40代,2,2,4,1,5,05,2,12,1.846153846,1,0
20527,2,70代,1,2,3,1,0,08,2,1,1.666666667,1,0
20528,1,20代,7,1,2,1,4,02,3,6,2.666666667,1,1
20529,2,50代,5,1,4,1,0,07,3,0,2,1,0
20530,1,70代,1,1,2,1,1,08,2,6,2,1,0
20531,1,30代,1,1,2,1,4,02,3,8,1,4,0
20532,1,20代,7,1,2,1,4,02,3,6,1,4,1
20533,2,50代,2,2,3,1,2,02,2,1,1.428571429,1,0
20534,2,20代,2,2,4,1,1,02,3,10,1.5,1,0
20535,2,20代,2,2,4,1,0,02,3,1,2.7,1,0
20536,2,20代,5,2,2,1,1,02,2,4,1,4,0
20537,1,50代,1,1,4,1,2,02,3,4,1,4,1
20538,1,40代,2,1,4,1,3,03,2,6,1.8,1,0
20539,1,50代,1,1,4,1,2,02,3,4,1,4,1
20540,2,70代,2,1,3,1,9,10,2,0,1.086956522,1,1
20541,1,50代,1,1,4,1,2,02,3,4,1,4,1
20542,1,30代,5,2,1,2,4,02,2,9,1,4,0
20543,2,40代,2,1,2,1,2,03,2,3,2,1,1
20544,2,40代,7,2,1,2,3,02,2,14,1.64,1,0
20545,1,20代,2,2,4,1,1,07,3,10,1,4,1
20546,2,50代,2,2,9,9,0,07,3,2,1,6,0
20547,2,30代,5,1,3,1,2,02,2,16,1.22,1,1
20549,1,50代,2,2,1,1,2,05,2,9,1.666666667,1,0
20550,2,30代,2,1,4,1,2,05,2,3,1,4,0
20551,2,50代,4,2,1,2,3,02,2,3,2,1,0
20552,2,50代,1,1,2,1,9,10,3,12,1.111111111,2,1
20553,1,20代,2,2,4,1,0,06,3,4,1.32,1,0
20554,2,40代,2,1,3,1,1,04,3,14,1.028571429,1,0
20557,2,40代,1,1,2,1,2,02,3,0,1.909090909,1,0
20558,2,50代,2,1,4,1,1,04,3,0,1.666666667,1,0
20559,1,20代,3,2,1,2,1,02,3,1,1,6,1
20560,2,60代,2,2,3,1,4,03,3,0,1.625,1,0
20561,2,30代,5,2,1,2,2,03,3,4,1.333333333,1,1
20562,2,20代,7,2,2,1,1,07,3,4,1,4,0
20563,1,20代,5,2,4,2,0,02,3,0,1,4,1
20566,2,20代,2,2,3,1,1,02,3,11,6.714285714,1,0
20567,1,40代,2,2,9,9,6,02,3,0,1,6,0
20568,1,20代,5,2,1,2,2,02,3,6,2,1,0
20569,2,30代,5,2,1,2,4,02,3,1,1.5,1,0
20570,2,30代,1,1,3,1,2,02,3,1,1.307692308,1,0
20571,2,20代,2,2,4,1,1,03,3,1,1.3,1,0
20572,2,20代,2,2,4,1,0,07,3,1,1,4,0
20573,1,20代,4,2,1,2,2,02,3,1,1.666666667,1,0
20574,1,20代,5,2,4,1,1,03,3,5,1,4,1
20575,1,50代,1,1,4,1,6,02,3,1,1.25,1,0
20576,1,30代,5,2,1,2,3,02,3,1,1.2,1,1
20577,1,40代,6,1,4,1,3,03,3,1,1.714285714,1,0
20578,2,40代,2,1,4,1,2,07,3,1,1,4,0
20579,1,20代,5,2,1,2,1,02,3,2,1,4,0
20580,2,20代,2,2,3,1,2,02,3,1,1,4,1
20581,2,30代,2,2,4,1,1,03,3,4,1.5,1,0
20582,2,30代,5,2,1,2,2,02,3,1,1,4,1
20583,1,60代,4,2,1,2,4,03,3,4,1,4,0
20584,1,40代,5,2,1,2,5,02,2,9,1.225,1,0
20585,2,50代,2,2,1,1,9,01,3,0,1,4,0
20586,1,30代,3,1,3,1,3,02,3,5,1.433333333,1,0
20587,2,30代,2,2,4,1,1,07,3,1,1.28,1,0
20588,1,20代,7,1,2,1,2,02,2,4,1.65,1,0
20589,1,40代,1,1,3,1,9,02,2,13,5.555555556,2,0
20590,1,80代,1,1,2,1,1,08,2,10,2,2,0
20591,1,40代,1,1,4,1,6,02,2,1,1.055555556,1,1
20592,1,50代,1,1,4,1,9,01,2,0,1.233333333,1,1
20593,1,40代,1,1,3,1,4,03,2,2,3.076923077,2,0
20594,1,70代,1,1,2,1,3,12,3,6,1,4,0
20595,2,20代,5,1,2,1,4,02,2,11,5,2,0
20596,2,40代,5,1,4,1,3,02,2,2,1.75,1,0
20597,1,60代,2,1,3,1,0,08,2,9,1.769230769,1,0
20598,1,60代,1,1,3,1,7,05,2,12,2.352941176,2,0
20599,2,40代,2,2,2,1,2,02,2,14,1.033333333,1,1
20600,2,40代,2,2,2,1,2,02,2,9,1.016129032,1,1
20601,1,30代,1,1,2,1,4,02,3,7,1.25,1,1
20602,2,30代,2,2,4,1,1,02,3,1,1,4,1
20603,2,40代,1,1,2,1,3,03,2,15,1.681818182,1,0
20604,2,20代,2,2,3,1,1,12,2,9,1,6,0
20605,2,40代,2,2,4,1,1,02,2,7,1.06,1,0
20606,2,40代,2,2,2,1,2,02,2,14,1.028571429,1,1
20607,2,40代,2,2,2,1,2,02,2,9,1.042857143,1,1
20608,2,70代,4,2,1,2,0,08,2,3,2.4,1,0
20609,1,50代,1,1,3,1,9,01,3,12,1.153846154,2,1
20610,1,20代,3,2,1,2,0,06,2,4,2.4,1,0
20611,1,60代,4,2,1,2,4,03,3,4,1,4,0
20612,2,40代,2,1,4,1,2,02,2,1,1.1,1,1
20613,2,20代,2,2,3,1,1,12,2,9,1.3,1,0
20615,1,40代,1,1,4,1,3,03,3,0,1.166666667,1,0
20616,2,50代,1,2,1,1,4,03,2,4,2,1,0
20617,1,30代,1,1,3,1,3,02,2,8,1.8,1,0
20618,2,50代,5,2,2,1,1,07,3,1,1.142857143,1,0
20619,2,30代,7,1,2,1,2,02,3,16,1.05,1,0
20620,2,30代,1,2,1,1,7,02,2,3,2.444444444,1,0
20621,2,30代,5,2,4,1,1,06,3,7,1,4,0
20622,2,30代,5,2,1,1,4,10,3,16,1,4,1
20623,2,60代,1,2,2,1,1,07,2,6,1.738461538,1,0
20624,2,30代,5,2,1,1,1,07,3,0,1.333333333,2,0
20625,2,20代,2,2,4,1,1,02,2,17,3,1,0
20626,2,50代,1,2,2,1,2,02,2,3,1.311111111,1,0
20627,2,30代,7,1,2,1,1,02,3,2,1.5,1,0
20628,1,50代,6,1,3,1,9,05,3,0,1.35,1,0
20629,1,50代,4,1,2,1,7,05,3,1,2.25,1,0
20630,1,40代,5,2,1,1,4,02,2,8,1.833333333,1,0
20631,2,20代,2,2,1,1,1,02,3,4,3.2,1,0
20632,1,20代,2,2,1,1,3,03,3,3,2.818181818,1,0
20633,2,30代,5,2,2,1,2,02,2,5,1.15,1,0
20634,2,30代,5,2,2,1,2,02,2,9,1.043478261,1,0
20635,1,20代,3,2,1,2,1,02,2,1,1.333333333,1,1
20636,2,40代,5,2,3,1,1,02,3,16,1,4,0
20637,1,50代,1,1,3,1,3,03,2,4,1.06,1,0
20638,1,40代,5,2,1,2,3,02,2,8,2.333333333,1,1
20639,2,50代,2,1,4,1,0,07,2,3,1.875,1,0
20640,1,60代,1,1,2,1,6,02,2,5,1.15,1,0
20641,1,40代,3,1,3,1,6,02,2,0,1.666666667,1,0
20642,1,70代,1,1,2,1,1,08,2,0,1.5,1,1
20644,2,30代,0,1,2,1,3,02,3,3,2.3,1,0
20645,1,50代,1,1,3,2,5,02,3,0,1.057142857,1,1
20646,2,70代,1,1,3,1,2,02,2,9,1.9,1,0
20647,1,30代,1,1,4,1,4,02,2,5,1.028571429,1,1
20648,2,30代,5,2,1,2,3,02,3,1,1,4,1
20649,2,20代,7,2,4,2,0,06,3,13,2.6,1,0
20650,1,50代,1,1,4,1,9,01,3,0,1.333333333,2,0
20651,1,30代,5,2,1,1,4,02,3,13,1.705882353,1,0
20652,2,20代,2,2,3,1,1,02,2,4,1.75,1,0
20653,2,50代,5,2,1,0,1,07,3,1,1.1,1,0
20654,2,20代,5,2,1,1,2,03,2,4,1.55,1,1
20655,2,70代,1,2,1,1,3,08,2,3,1.38,1,0
20656,2,40代,2,1,3,1,1,07,2,10,1.033333333,1,0
20657,1,40代,5,1,3,1,6,02,2,2,2.7875,1,0
20658,2,30代,2,2,2,1,2,02,3,14,1.042857143,1,0
20659,1,10代,2,2,1,1,1,02,3,0,1,4,0
20660,1,60代,1,1,2,1,6,02,2,6,1.275,1,0
20661,1,40代,1,1,2,1,9,05,3,1,1,4,1
20662,1,60代,1,1,4,1,2,02,3,6,3.444444444,1,0
20663,2,20代,2,2,3,1,1,02,3,1,2.666666667,1,1
20664,1,60代,5,1,2,1,9,10,2,12,2.5,2,0
20665,1,30代,5,2,1,2,3,02,3,11,8.333333333,2,0
20666,2,50代,1,2,1,2,4,02,3,5,1,4,0
20667,2,20代,1,2,1,2,2,02,3,4,3,1,0
20669,2,30代,5,1,2,1,1,02,3,11,1.75,1,0
20670,1,40代,5,1,2,1,7,02,3,0,1.25,1,0
20671,1,30代,5,1,2,1,2,02,3,0,2.153846154,1,0
20672,1,20代,5,2,1,2,1,05,3,2,1.0625,1,1
20673,1,30代,1,1,4,1,9,01,3,0,1.5,1,0
20674,1,20代,2,2,4,1,1,02,3,2,2,1,0
20675,1,40代,1,1,3,1,6,02,3,1,2.666666667,1,0
20676,2,40代,5,2,1,2,5,02,3,0,1.2,2,0
20677,2,30代,5,1,4,1,3,02,3,3,2.166666667,1,0
20678,2,50代,2,2,2,1,4,02,3,0,1,4,1
20679,1,30代,5,2,1,2,1,05,3,0,1.375,1,0
20680,1,40代,5,1,2,1,3,02,3,4,1.3,1,0
20681,1,50代,1,2,3,1,2,01,3,0,1.3,1,0
20683,1,30代,5,2,1,2,1,06,3,1,1,4,1
20684,1,40代,5,2,1,2,4,02,3,1,1.25,1,1
20685,2,20代,3,1,2,1,2,02,3,1,3.857142857,1,0
20686,1,20代,5,2,1,2,2,02,3,1,1,4,1
20687,1,40代,5,2,1,2,4,02,3,1,1,6,1
20688,1,50代,1,1,3,1,9,02,3,6,1.5,1,0
20689,2,20代,2,2,1,1,2,02,3,1,3,1,1
20690,1,50代,5,1,2,1,4,02,3,16,1,4,0
20691,1,40代,1,1,3,1,2,02,3,1,2.636363636,1,0
20692,1,20代,2,2,4,1,1,02,3,1,1,4,0
20693,2,30代,2,2,3,1,1,02,3,4,1.25,1,0
20694,1,30代,5,1,2,1,4,02,3,11,6.25,2,1
20695,2,20代,3,1,2,1,1,02,3,1,3.5,1,0
20696,1,40代,1,1,2,1,5,03,3,2,3.5,1,0
20697,2,30代,6,1,4,1,7,02,3,7,2.923076923,1,0
20698,2,20代,2,2,4,1,1,02,3,4,1.1,1,0
20699,1,50代,1,1,4,1,2,02,3,4,1,4,1
20700,1,20代,2,2,3,1,0,06,3,4,1,4,0
20701,2,50代,2,1,4,1,0,07,3,10,4,1,1
20702,1,20代,3,1,2,1,1,02,3,11,20,2,0
20703,1,60代,4,2,1,2,4,03,3,4,1,4,0
20704,2,30代,3,1,4,1,0,07,3,17,1.5,1,0
20705,2,30代,1,2,2,1,5,02,3,6,2,2,0
20706,2,20代,7,1,2,1,0,04,3,11,6,1,0
20707,2,20代,3,1,1,1,1,02,3,11,16,1,0
20708,2,30代,2,2,3,1,1,03,3,11,3.333333333,2,0
20709,2,30代,5,2,1,2,3,02,2,0,1.425,1,0
20710,2,40代,2,1,4,1,2,02,2,13,1.555555556,1,0
20711,2,20代,2,2,3,1,2,02,2,4,1.5,1,0
20712,1,20代,2,2,1,1,1,02,3,6,1,4,1
20713,1,20代,5,1,2,1,3,02,3,11,4.545454545,2,0
20714,1,50代,1,1,4,1,5,01,3,6,2.666666667,1,0
20715,2,40代,1,1,3,1,0,04,2,5,1.13,1,0
20716,2,20代,2,2,3,1,1,03,2,4,1.333333333,1,0
20717,2,20代,2,2,3,1,2,02,2,4,1.325,1,1
20718,1,30代,3,1,1,2,7,02,2,6,1.4,1,0
20719,1,60代,1,1,2,1,2,03,2,4,1.06,1,0
20720,2,40代,1,1,2,1,1,02,3,5,1.1,1,1
20721,1,40代,1,1,4,1,5,02,3,0,1.029126214,1,1
20722,1,30代,2,2,3,1,2,02,2,1,1,4,1
20723,1,30代,1,1,3,1,2,02,3,4,1.3,1,0
20724,1,20代,5,2,1,1,2,02,2,4,1,4,0
20725,1,30代,7,2,1,2,3,02,3,6,1.7125,1,0
20726,2,40代,5,1,3,1,1,07,2,9,1.25,1,0
20727,2,20代,2,2,4,1,1,02,3,0,7,1,0
20728,1,60代,1,1,3,1,8,02,2,5,1,4,0
20729,1,50代,1,1,3,1,4,02,2,4,1,4,1
20730,2,40代,5,2,2,1,2,02,2,1,1.5,1,0
20731,1,40代,3,1,4,1,6,02,2,2,1.75,1,0
20732,2,20代,5,2,3,1,2,02,2,0,1.5,1,0
20733,2,30代,5,1,2,1,3,02,3,3,1,4,1
20734,1,20代,5,1,2,1,5,02,2,11,2.666666667,2,0
20735,2,50代,1,2,1,1,5,02,3,7,2.363636364,1,0
20736,1,50代,1,1,3,1,2,02,2,10,2.075,1,0
20737,2,30代,5,2,1,2,3,02,3,1,1,4,0
20738,2,20代,5,1,2,1,2,03,2,11,1.571428571,1,0
20739,1,50代,5,2,1,1,9,10,2,12,1.333333333,2,1
20740,2,40代,2,2,9,9,0,02,3,0,1,6,0
20741,2,20代,2,2,4,1,1,10,3,1,1,6,1
20742,2,20代,2,2,4,1,2,02,2,8,1.4,1,0
20743,1,30代,5,1,2,1,4,02,2,0,2.444444444,1,0
20744,2,50代,2,2,3,1,1,02,2,2,2.875,1,0
20745,2,30代,3,1,2,1,2,02,2,0,4,1,0
20746,2,60代,1,2,2,1,3,03,3,1,1,4,0
20747,2,50代,1,2,1,2,4,02,3,13,2.333333333,1,0
20748,2,80代,1,2,2,1,5,05,2,0,1.111111111,2,0
20749,2,20代,5,2,1,2,2,02,2,6,1.75,1,1
20750,2,50代,2,2,2,1,1,05,2,9,2.5,1,0
20751,1,50代,2,1,4,1,2,02,3,0,2.066666667,1,0
20752,2,20代,5,1,2,1,2,03,2,11,1.214285714,1,0
20753,2,30代,5,2,1,2,3,03,2,2,2,1,0
20754,1,40代,2,2,2,1,3,02,2,9,2.038461538,1,0
20755,2,20代,5,1,2,1,2,03,2,11,2.5,2,0
20756,2,40代,5,2,1,2,4,02,3,7,1,4,0
20757,2,20代,5,2,1,2,2,02,2,2,1,4,1
20758,1,30代,2,2,3,1,7,02,3,1,1,4,1
20759,2,40代,2,2,1,1,3,02,3,14,5.166666667,1,0
20760,2,30代,2,1,4,1,1,02,3,0,2.428571429,1,0
20761,1,50代,1,1,3,1,6,02,3,1,3,1,0
20762,2,50代,1,2,1,2,1,07,2,2,1.366666667,1,0
20764,1,20代,7,1,2,1,3,02,3,11,4.166666667,2,0
20765,1,40代,5,1,3,1,5,02,3,0,1.346153846,1,0
20766,1,40代,3,1,3,1,8,01,3,12,2.666666667,2,0
