No,性別,年代区分,住居状況区分,家族状況区分,家族人数区分,家族同居区分,年収区分,勤務形態区分,申込経路,申請理由,引上率,審査結果,申請有無
19867,2,30代,2,1,4,1,1,12,2,9,1.166666667,1,0
19868,2,30代,5,1,2,1,1,02,2,9,2,1,1
19869,1,60代,1,2,1,2,5,01,2,2,1.222222222,1,0
19870,1,20代,2,2,4,1,0,06,3,4,1.4,1,0
19871,2,50代,2,1,4,1,0,07,2,0,2.422222222,1,0
19872,1,60代,1,2,1,1,4,01,2,1,1.909090909,1,0
19873,2,70代,5,1,2,1,2,08,2,6,2.666666667,2,0
19874,2,30代,5,2,1,2,3,02,2,9,1.1,1,0
19875,1,40代,3,1,3,1,9,02,2,1,1.1875,1,0
19876,2,40代,6,1,3,1,1,01,2,6,1.6,1,0
19877,2,30代,2,2,2,1,1,02,3,14,1,4,1
19878,2,20代,1,1,2,1,1,02,3,8,2.5,1,0
19879,1,20代,7,2,1,2,0,06,3,1,2.75,1,0
19880,1,30代,5,1,2,1,3,02,3,4,1.25,1,0
19881,2,40代,1,1,2,1,1,12,3,4,1,4,1
19882,1,40代,1,1,3,1,5,02,3,14,1.19,1,1
19883,2,20代,2,2,4,1,1,02,3,5,1.15,1,1
19884,2,40代,1,2,1,1,0,07,3,4,1.5,1,0
19885,2,30代,2,2,1,1,3,02,3,7,1.666666667,1,1
19886,2,20代,2,2,4,1,1,02,3,13,1.666666667,2,0
19887,2,20代,2,2,4,1,1,02,3,0,1.5,1,1
19888,1,30代,5,2,1,2,3,02,3,6,2,2,0
19889,1,30代,5,1,2,1,2,02,3,11,4.545454545,2,0
19890,1,30代,7,1,4,1,3,02,3,1,1.333333333,1,1
19892,2,20代,7,1,2,1,1,02,3,4,1,4,1
19893,2,30代,5,2,2,2,2,02,3,2,2.25,1,0
19894,2,40代,5,1,2,1,3,02,3,0,1,4,0
19895,2,30代,6,1,2,2,3,05,3,0,1,4,0
19896,1,30代,2,2,3,1,7,02,3,1,1,4,1
19897,1,20代,2,2,1,1,1,02,3,4,1.54,1,0
19898,2,20代,2,2,4,1,0,05,3,4,1,4,0
19899,1,40代,5,1,4,1,9,10,3,12,2.416666667,1,0
19900,2,30代,6,1,2,1,3,02,3,1,3.636363636,2,0
19901,1,20代,2,2,4,1,0,06,3,1,2,1,0
19902,2,20代,2,2,3,1,1,02,3,4,2,1,0
19903,2,20代,7,2,2,1,1,12,3,4,1.65,1,0
19904,1,50代,2,1,3,1,6,02,3,3,1.375,1,0
19905,1,20代,5,2,1,2,3,02,2,0,1.178571429,1,0
19906,1,60代,1,1,2,1,2,02,2,18,2,1,0
19907,2,20代,2,2,4,1,1,02,3,7,1.25,1,0
19908,2,80代,3,2,1,1,1,08,2,0,3.3,1,1
19909,2,60代,1,1,2,1,1,08,2,6,1.230769231,1,0
19910,1,70代,1,1,2,1,1,01,2,1,2,1,0
19911,2,20代,5,2,1,2,2,02,3,11,5.285714286,1,0
19912,2,70代,2,1,2,1,0,04,2,8,2.225,1,1
19913,1,40代,1,1,2,1,6,02,2,8,1.5,1,0
19914,2,40代,2,1,3,1,3,02,2,0,1.1,1,0
19915,2,20代,2,2,4,1,0,06,2,7,1.05,1,0
19917,2,70代,5,1,2,1,3,08,2,6,2.666666667,2,0
19918,1,30代,1,1,3,1,3,02,2,2,3,1,1
19919,2,30代,2,2,1,1,2,03,3,16,1,4,1
19920,2,50代,1,1,4,1,3,03,2,18,1.5,2,0
19921,2,20代,5,1,2,1,2,02,3,11,4,1,1
19922,2,50代,5,1,2,1,0,04,3,1,1.333333333,1,0
19923,2,40代,2,2,4,1,1,07,3,4,1,4,0
19924,1,40代,1,1,4,1,3,02,2,0,2.875,1,0
19925,2,40代,5,1,2,1,3,02,3,1,1.666666667,1,0
19926,1,60代,1,1,4,1,5,02,2,9,2.230769231,1,0
19927,1,40代,1,1,4,1,3,02,2,13,2,2,0
19928,1,60代,1,1,2,1,9,01,3,6,2.666666667,1,0
19929,1,30代,5,2,1,2,6,02,3,1,1,4,0
19930,2,30代,5,1,2,1,1,02,2,7,1,4,0
19931,1,20代,3,2,1,2,1,03,3,2,1,4,1
19932,2,40代,1,1,4,1,2,02,3,7,1.090909091,1,0
19933,1,40代,1,1,4,1,5,02,3,4,1.28,1,0
19934,2,40代,1,1,2,1,6,02,3,14,2.333333333,1,1
19935,1,20代,2,2,4,1,0,06,3,4,1,4,0
19936,1,60代,1,1,2,1,3,02,2,0,1.75,1,0
19937,1,60代,1,1,2,1,3,02,3,3,1.625,1,0
19938,2,20代,5,1,2,1,1,02,2,7,1.25,1,0
19939,2,30代,2,2,4,1,2,02,2,7,1.25,1,0
19940,1,20代,5,2,1,1,1,02,3,4,1.95,1,0
19941,1,40代,1,1,3,1,3,02,2,2,2.5,1,0
19942,1,20代,2,2,1,1,2,02,3,0,1.1,1,1
19943,1,20代,4,2,2,2,1,03,2,6,2.066666667,1,0
19944,2,50代,2,1,2,1,2,05,2,8,2.25,1,1
19945,1,50代,5,1,2,1,2,02,3,2,1.875,2,1
19946,2,30代,5,1,3,1,1,02,2,2,1.5,1,0
19947,2,30代,7,2,1,2,2,02,3,11,3.142857143,1,0
19948,2,20代,2,2,4,1,1,02,2,7,4,1,0
19949,1,50代,5,1,2,1,2,02,3,2,2.5,2,1
19950,1,50代,1,1,4,1,9,01,2,7,1.071428571,1,1
19951,2,20代,2,2,4,1,3,02,2,1,2.5,1,0
19952,2,40代,7,1,9,9,0,04,3,4,1.266666667,1,0
19953,2,20代,2,2,3,1,2,03,3,1,2.666666667,1,0
19954,1,30代,5,1,2,1,2,02,3,6,1,4,0
19955,2,30代,7,1,2,1,1,07,2,6,1.166666667,1,0
19956,1,30代,1,2,1,1,7,02,3,4,1.285714286,1,1
19957,1,50代,1,1,4,1,9,01,2,7,2.207142857,1,1
19958,2,20代,2,2,1,1,2,02,3,4,1.142857143,1,1
19959,2,40代,2,1,2,1,2,02,2,14,1.34,1,0
19960,2,20代,7,2,2,1,0,02,3,4,1.1,1,0
19961,2,40代,1,1,3,1,1,02,3,5,1.266666667,1,0
19962,2,20代,2,2,3,1,1,02,3,3,1.5,1,0
19963,1,60代,2,1,2,1,0,08,2,0,2.5,2,1
19965,2,40代,1,1,4,1,2,02,3,14,1.083333333,1,0
19966,2,20代,2,2,1,1,2,02,3,1,1.2,1,0
19967,2,20代,7,2,3,1,2,03,3,17,1.333333333,2,1
19968,2,20代,2,2,4,1,3,02,3,4,1.75,1,0
19969,1,20代,3,2,1,2,2,02,3,4,1,4,1
19970,2,30代,2,2,4,1,0,07,3,1,1.142857143,1,0
19971,2,20代,5,1,2,1,6,02,3,3,1,4,0
19972,2,40代,2,1,3,1,2,02,3,7,1,4,1
19973,2,30代,2,2,2,1,2,02,3,4,1.166666667,1,0
19974,1,50代,1,1,2,1,5,02,3,1,2.5,1,0
19975,1,40代,1,1,2,1,6,02,3,1,2.333333333,1,0
19976,1,30代,1,1,2,1,3,05,3,0,1,4,0
19977,2,20代,2,2,3,1,1,02,3,0,2.4,1,0
19978,2,30代,5,2,3,1,2,02,3,11,6,1,0
19979,1,60代,1,2,1,2,9,02,3,1,1.666666667,2,0
19980,2,50代,2,1,4,1,2,02,3,10,2.444444444,1,0
19981,2,20代,7,2,1,2,1,02,3,1,2,1,1
19982,1,50代,1,1,2,1,5,02,3,4,1.2,1,0
19983,2,30代,2,2,4,1,1,12,3,4,1.225,1,0
19984,1,40代,7,2,1,1,2,02,3,4,4.4,1,0
19985,1,60代,1,1,3,1,3,03,3,12,2.222222222,2,0
19986,2,20代,7,1,2,1,1,02,3,4,1.233333333,1,0
19987,1,30代,1,1,4,1,6,02,3,6,1,4,0
19990,1,20代,5,2,1,2,4,05,3,0,1.545454545,1,0
19991,1,30代,2,1,3,1,9,02,3,16,1.153846154,1,0
19993,1,40代,5,1,4,1,6,02,2,13,2.25,1,0
19994,2,40代,5,2,1,1,2,07,2,9,1.166666667,1,0
19995,2,50代,1,1,1,2,4,03,3,16,1.1,1,1
19996,1,60代,1,1,2,1,2,08,2,0,1.227272727,1,0
19997,2,50代,2,1,2,1,0,04,2,0,1.5,1,0
19998,1,50代,1,1,2,1,4,02,3,4,1,4,1
19999,2,20代,2,2,3,1,1,02,3,4,1.25,1,0
20000,2,40代,6,1,2,1,2,02,2,7,1.3,1,0
20001,1,30代,2,2,1,2,4,02,2,6,1.75,1,0
20002,2,30代,2,2,1,1,2,02,3,7,1.166666667,1,0
20003,2,20代,2,2,4,1,1,03,2,7,1.25,1,0
20004,2,40代,2,2,1,1,2,02,2,7,1.5,1,0
20005,2,70代,2,1,2,1,9,10,2,3,2.1,1,0
20006,1,30代,1,1,4,1,6,02,2,0,2.111111111,1,0
20007,1,50代,1,1,4,1,7,02,3,6,1.8,1,0
20008,2,40代,5,2,1,2,2,02,3,6,1.222222222,1,0
20009,1,40代,1,1,2,1,7,02,2,14,5.444444444,1,1
20010,1,50代,1,1,2,1,3,02,3,3,1.6,1,0
20011,1,50代,1,1,4,1,4,02,2,15,3.8125,1,0
20012,1,50代,3,1,4,1,7,02,2,10,1.55,1,0
20013,2,20代,2,2,4,1,2,02,3,1,2.428571429,1,0
20014,2,40代,2,1,2,1,2,02,2,7,1.24,1,0
20015,2,40代,1,2,1,1,1,07,2,7,1.04,1,0
20016,1,60代,1,1,2,1,4,03,2,9,1.666666667,1,0
20017,1,30代,6,1,2,1,2,03,3,11,5,2,0
20018,1,20代,5,2,3,1,0,06,3,13,1,4,0
20019,1,60代,7,1,1,1,3,02,3,3,1,4,1
20020,2,50代,2,1,4,1,1,03,2,2,1.166666667,2,0
20021,2,20代,2,2,2,1,2,02,2,9,2.26,1,0
20022,2,60代,1,1,2,1,1,07,2,5,1,4,0
20023,1,20代,2,2,2,1,2,02,3,12,1,4,0
20024,2,30代,2,1,4,1,0,04,3,3,3.142857143,1,0
20025,1,30代,2,1,2,1,3,02,3,7,2.153846154,1,0
20026,2,20代,7,2,1,2,2,02,2,0,3.380952381,1,0
20027,2,60代,2,1,4,1,0,04,3,0,1.153846154,1,0
20028,2,20代,5,2,1,2,2,02,2,7,2,1,0
20029,2,20代,2,2,4,1,1,07,2,7,1.35,1,1
20030,1,20代,2,2,3,1,1,02,3,1,1.25,1,1
20031,2,20代,2,2,4,1,0,06,2,7,1.25,1,0
20032,2,20代,2,2,4,1,2,03,2,7,1,4,0
20033,1,30代,7,2,1,1,3,10,2,2,3.5,1,0
20034,2,40代,2,2,2,1,3,02,3,7,1,4,1
20035,2,70代,2,2,4,1,0,08,2,9,1.2,1,0
20036,1,40代,6,1,4,1,4,02,2,6,1.181818182,1,0
20037,2,20代,5,1,2,1,2,02,2,7,1.5,1,0
20038,1,50代,1,1,4,1,4,02,3,4,1.3,1,0
20039,1,40代,1,1,4,1,5,02,3,2,1.5,1,0
20041,2,50代,5,1,3,1,0,04,2,0,1.333333333,1,0
20042,2,20代,2,2,2,1,1,02,2,7,1.5,1,0
20043,2,20代,2,2,3,1,1,02,3,3,1,4,0
20044,1,70代,1,2,1,1,3,08,2,1,1.875,2,1
20045,2,50代,2,1,4,1,0,04,2,9,1.325,1,0
20046,2,20代,2,2,4,1,1,02,2,7,1.1,1,0
20047,2,40代,5,1,3,1,1,07,2,7,1.666666667,1,0
20048,1,20代,6,2,1,1,2,02,3,2,1.2125,1,0
20049,1,40代,1,1,3,1,2,01,2,6,1,4,0
20050,2,40代,7,1,2,1,0,04,3,0,1.666666667,2,1
20051,2,20代,2,2,1,1,1,02,2,9,1,4,0
20052,2,20代,5,2,1,2,2,06,3,1,1,4,0
20053,2,20代,5,1,2,1,0,05,2,8,2.5,1,0
20054,1,30代,3,2,1,2,2,02,3,11,2.307692308,2,0
20055,2,20代,5,1,4,1,2,03,2,7,1.3,1,0
20056,2,40代,1,2,2,1,5,02,2,1,1.217391304,1,0
20057,2,50代,2,1,3,1,0,04,2,7,1.142857143,2,0
20058,1,10代,2,2,4,1,0,06,3,4,1.3,1,0
20059,1,40代,3,1,4,1,4,01,3,0,1.12345679,1,0
20060,1,20代,2,2,4,1,0,06,3,4,1.9,1,1
20061,2,60代,1,1,3,1,6,03,3,6,2.380952381,2,0
20062,2,60代,1,1,4,1,1,04,3,7,2,1,0
20063,1,20代,2,2,3,1,1,02,3,4,1.333333333,1,0
20064,1,40代,6,1,3,1,5,10,3,2,1.4,1,0
20065,2,20代,5,2,1,1,4,13,3,1,1,4,0
20066,2,20代,2,2,4,1,0,06,3,5,1.15,1,0
20067,2,20代,2,2,4,1,1,02,3,5,1.025,1,0
20068,1,20代,3,2,1,2,3,02,3,1,1.166666667,1,1
20069,1,60代,1,1,2,1,6,02,3,15,1,4,0
20070,2,60代,1,1,2,1,0,04,3,1,2.307692308,2,0
20071,1,70代,5,0,1,0,1,08,3,1,1,4,1
20072,1,20代,2,2,3,1,1,02,3,5,1,4,0
20073,2,40代,4,1,3,1,4,02,3,7,1.166666667,1,0
20074,2,40代,5,2,2,1,4,01,3,7,1,4,1
20075,2,30代,2,2,4,1,2,02,3,7,1.085714286,1,0
20076,2,20代,5,2,2,1,2,02,3,11,1,4,0
20077,2,20代,4,2,4,1,2,10,3,4,1.5,1,0
20079,2,30代,5,2,4,1,3,10,3,5,1,4,0
20080,1,30代,5,1,2,1,3,02,3,4,2,1,1
20081,2,30代,1,2,1,2,3,02,3,1,1,4,0
20082,2,20代,7,2,2,1,1,02,3,1,1.9,1,0
20083,2,50代,1,1,2,1,3,02,3,13,2.666666667,1,0
20084,2,20代,2,2,4,1,0,06,3,4,1.233333333,1,0
20085,1,40代,6,1,4,1,9,02,3,1,1.285714286,1,1
20086,2,40代,5,2,1,2,3,02,3,4,1.136363636,1,0
20087,2,60代,1,2,4,1,1,07,2,0,1.666666667,1,0
20088,2,40代,5,2,1,2,4,02,2,10,1,4,0
20089,1,40代,1,1,4,1,5,01,2,5,1,4,1
20090,2,30代,3,2,1,2,2,02,2,9,1.45,1,0
20091,1,50代,5,1,4,1,6,02,2,0,2,1,0
20092,1,20代,2,2,3,1,1,02,2,1,1.25,1,0
20093,2,20代,7,2,2,1,1,12,2,7,2,1,0
20094,2,40代,1,2,3,1,5,02,3,10,1.130434783,1,0
20095,2,30代,2,1,2,1,2,02,2,17,1.3,1,0
20096,2,20代,5,1,4,1,2,02,2,7,1,4,1
20097,2,40代,2,1,3,1,5,02,2,8,1.713333333,1,0
20098,2,30代,2,2,2,1,2,01,3,0,1.4,1,0
20099,2,20代,5,1,2,2,2,02,3,5,1,4,0
20100,1,20代,5,2,1,1,2,02,2,2,1.25,2,0
20101,2,50代,2,2,3,1,0,11,2,9,1.9875,1,0
20102,2,20代,2,2,4,1,7,05,2,1,1,6,1
20103,2,40代,5,1,2,1,1,02,3,1,2.666666667,1,0
20104,2,30代,2,2,4,1,4,05,2,7,1,4,0
20105,1,10代,2,2,3,1,0,06,3,4,1.333333333,1,1
20106,2,20代,2,2,3,1,1,02,3,5,1,4,0
20107,1,20代,3,2,1,2,3,02,3,1,1.428571429,1,0
20108,2,50代,2,2,2,1,2,02,2,7,2.857142857,1,0
20109,2,50代,5,1,2,1,0,04,2,4,1.666666667,1,0
20110,1,70代,1,1,2,1,1,08,2,1,1.25,1,0
20112,2,20代,3,2,4,1,1,06,2,6,2.033333333,1,1
20113,1,40代,1,1,4,1,5,02,3,4,1.198275862,1,1
20114,1,30代,5,2,1,2,2,02,3,2,1,4,0
20115,1,30代,2,2,4,1,2,02,2,9,1.818181818,1,0
20116,2,50代,2,1,2,1,0,04,2,7,1.666666667,1,1
20117,2,60代,2,1,4,1,1,07,3,10,2.666666667,1,1
20118,2,40代,5,1,3,1,0,04,3,2,1,4,0
20119,2,30代,7,1,2,1,2,02,3,10,2,1,0
20120,1,50代,1,1,2,1,5,02,3,5,1.05,1,0
20121,2,40代,2,1,4,1,0,04,2,0,1.15,1,0
20122,1,10代,5,2,1,2,0,06,3,1,1,4,0
20123,2,50代,1,1,4,1,1,12,3,1,2.6,1,0
20124,1,30代,3,1,4,1,9,10,3,5,1.071428571,1,1
20125,1,40代,2,1,4,1,3,02,2,9,1.333333333,1,0
20126,2,40代,2,1,4,1,2,02,2,8,1.625,1,0
20127,2,20代,2,2,4,1,0,06,3,0,2.5,1,0
20128,2,30代,1,1,4,1,3,02,2,14,1.181818182,1,0
20129,2,40代,2,1,2,1,2,02,3,5,2.153846154,1,0
20130,2,30代,1,1,4,1,7,10,2,7,3.636363636,2,0
20131,1,20代,7,2,1,2,1,02,3,4,1.148148148,1,0
20132,2,40代,1,1,2,1,7,02,2,9,2.5,1,0
20133,1,40代,1,1,4,1,9,02,2,0,3.9,1,0
20134,2,20代,2,2,3,1,2,03,2,7,1.0625,1,0
20136,1,20代,5,2,4,1,1,01,2,2,1.6,1,0
20137,2,40代,1,1,3,1,2,02,2,9,2.184615385,1,0
20138,1,30代,1,1,2,1,3,02,3,1,1.153846154,2,0
20139,1,20代,7,2,1,2,3,10,3,11,1.714285714,1,0
20140,2,80代,1,2,1,1,4,05,2,0,2,1,0
20141,1,40代,5,1,4,1,9,02,2,2,2.7,1,0
20142,1,10代,2,2,4,1,1,06,3,5,1,4,1
20143,2,50代,1,1,4,1,4,02,2,0,2.388888889,1,0
20144,2,20代,2,2,4,1,1,03,2,4,1.333333333,1,0
20146,2,30代,5,2,2,2,2,03,3,3,1.846153846,1,0
20147,2,50代,5,2,2,1,4,05,2,1,2.142857143,1,0
20148,2,30代,5,2,1,1,2,02,3,16,1.136363636,1,0
20149,1,80代,1,1,2,0,5,05,3,2,1.833333333,1,0
20150,1,40代,1,1,4,1,2,02,3,3,3,1,0
20151,1,30代,1,1,3,1,3,03,3,8,1.666666667,1,0
20152,2,20代,2,2,4,1,1,02,3,4,1.65,1,0
20153,2,40代,2,2,2,1,1,02,3,2,1.2,1,0
20154,2,20代,2,2,4,1,1,02,3,4,1.7,1,0
20155,2,30代,5,1,2,1,3,02,3,3,1,4,1
20156,1,40代,1,1,4,1,2,02,3,4,1.227272727,1,0
20157,2,30代,7,2,1,2,2,02,3,11,3.5,1,1
20158,1,20代,3,2,1,2,3,02,3,8,1.65,1,0
20159,2,30代,1,2,1,2,4,10,3,6,1,4,0
20160,1,30代,1,1,4,1,3,03,3,4,1.9,1,0
20161,1,20代,2,2,4,1,0,03,3,2,1.3,1,0
20162,1,20代,3,2,1,2,3,02,3,5,1.157142857,1,0
20163,1,20代,2,2,3,1,1,02,3,2,1.7,1,0
20164,2,20代,5,2,1,2,1,02,3,4,1.142857143,2,0
20166,2,20代,2,2,4,1,1,02,3,7,1,4,1
20167,1,60代,1,0,9,9,2,02,3,0,2.058823529,1,0
20168,2,20代,7,2,4,1,1,02,3,16,1.75,1,0
20170,1,30代,3,1,2,1,4,02,3,4,1.08,1,0
20171,2,40代,5,1,9,9,0,02,3,7,1,6,0
20173,2,20代,3,2,1,1,2,02,3,7,1.066666667,1,0
20174,2,40代,5,1,2,1,0,07,3,5,1.25,1,0
20175,2,20代,5,2,1,2,1,02,3,7,1.075,1,0
20176,2,20代,2,2,4,1,0,07,3,1,1.266666667,1,0
20177,1,20代,6,2,2,1,1,02,3,5,1.25,1,1
20178,1,40代,1,1,4,1,4,02,3,0,5,2,0
20179,1,50代,5,1,2,1,2,02,3,3,1,4,1
20180,1,60代,1,1,2,1,2,08,3,0,2.590909091,1,0
20181,2,20代,2,2,4,1,1,02,3,4,1.6,1,1
20182,1,20代,7,2,2,1,2,02,3,2,2,2,1
20183,1,30代,5,1,2,1,4,02,2,0,1.555555556,1,0
20185,1,60代,1,1,4,1,9,01,3,2,1.769230769,1,0
20186,2,40代,2,2,4,1,2,02,2,0,1.027272727,1,0
20187,2,40代,2,2,4,1,2,02,2,1,1.17699115,1,0
20188,1,50代,5,1,2,1,5,01,3,1,1.666666667,1,0
20189,1,40代,1,1,4,1,4,10,2,0,1.090909091,1,0
20190,2,40代,2,2,2,1,6,02,3,5,1.083333333,1,0
20191,2,20代,2,2,1,2,3,02,2,0,5,2,0
20192,2,40代,7,1,2,1,2,02,3,3,1.4,1,0
20193,2,30代,2,2,1,1,0,13,3,11,5.714285714,2,0
20194,2,20代,5,2,2,1,2,02,2,7,1,4,0
20195,1,60代,1,1,1,1,9,02,3,0,1.333333333,2,0
20196,1,30代,5,2,1,2,7,01,3,1,1,4,1
20197,1,30代,1,1,3,1,4,02,3,13,2,1,0
20198,1,50代,5,2,2,2,9,02,3,4,1.3,1,0
20200,1,60代,1,1,1,1,9,02,3,0,1,4,0
20201,2,70代,1,1,3,1,0,08,2,2,3.5,1,0
20202,1,40代,1,1,4,1,8,02,3,10,2.428571429,1,1
20203,1,60代,1,1,1,1,9,02,3,0,1,4,0
20204,2,20代,7,2,3,1,1,02,3,4,1.333333333,1,0
20205,2,50代,2,1,2,1,2,02,3,1,2,1,0
20206,2,40代,5,2,1,2,2,02,3,16,1,4,0
20207,2,20代,2,2,2,1,0,06,2,2,1.9,1,1
20208,2,20代,2,2,3,1,0,06,3,1,1,4,0
20209,1,40代,2,1,4,1,4,02,3,1,1,4,0
20210,2,30代,7,1,2,1,1,02,3,1,1.833333333,2,0
20211,1,70代,1,1,2,1,2,05,2,14,1.636363636,1,0
20212,1,50代,5,2,1,2,6,01,3,0,1,4,0
20213,1,50代,1,1,3,1,4,02,3,6,3.142857143,1,0
20214,1,20代,2,2,3,1,0,06,3,4,1,4,0
20215,2,80代,1,2,1,2,0,08,2,0,2.1875,1,0
20216,2,60代,2,2,3,1,0,11,2,15,3.555555556,1,0
20217,2,40代,1,2,1,2,1,05,2,8,1.771428571,1,0
20218,1,30代,5,1,3,1,7,02,3,0,1.25,1,0
20219,2,20代,2,2,4,1,0,07,3,1,1.384615385,1,0
20220,1,30代,7,2,1,2,5,02,3,12,1,4,0
20221,1,20代,7,2,2,1,2,02,3,2,1,4,1
20222,1,20代,2,2,4,1,1,02,2,18,1,4,0
20223,1,20代,5,1,2,1,3,02,3,11,4.166666667,2,0
20225,1,60代,1,1,9,9,0,02,3,1,1,6,0
20226,1,60代,1,1,9,9,0,02,3,1,1,6,0
20227,1,50代,1,1,4,1,2,02,2,7,1,4,0
20228,1,30代,3,1,2,1,2,02,2,11,3.142857143,1,0
20229,1,30代,5,2,1,2,1,02,3,1,3.222222222,1,0
20230,2,40代,2,2,1,1,2,02,3,1,1,4,0
20231,2,40代,5,1,4,1,0,04,2,7,3.5,1,1
20232,1,20代,2,1,3,1,0,07,3,6,2.083333333,2,0
20234,1,50代,1,1,3,1,3,02,2,4,1.2,1,0
20235,2,60代,1,2,1,1,9,01,2,0,3.142857143,1,1
20236,1,40代,5,1,2,1,7,02,3,2,1.5125,1,0
20237,1,40代,2,2,3,1,6,01,3,5,1,4,0
20238,2,50代,2,1,3,1,0,04,2,7,1,4,0
20239,2,20代,2,2,3,1,1,02,2,9,1.25,1,0
20240,2,20代,5,2,1,2,3,02,3,0,1.615384615,1,0
20241,2,40代,2,1,2,1,0,04,3,3,1.75,1,1
20242,2,20代,2,2,4,1,0,06,3,1,1,4,0
20243,1,20代,3,1,2,1,4,02,3,1,2.25,1,1
20244,1,20代,2,2,3,1,0,06,3,16,2,1,1
20245,1,30代,2,1,2,1,2,02,3,2,1.175,1,0
20246,1,40代,1,1,4,1,5,02,3,0,1.8,1,0
20247,2,40代,2,1,4,1,0,07,3,3,1,4,0
20248,2,20代,2,2,4,1,0,06,3,3,4,1,0
20249,1,30代,5,2,1,1,2,10,3,0,1.2,2,0
20250,2,20代,7,2,2,2,1,02,3,1,1,4,1
20251,2,20代,2,2,4,1,1,02,3,4,1.5,1,1
20252,1,30代,7,2,1,2,2,02,3,8,1.090909091,2,0
20253,2,40代,1,1,3,1,2,02,3,7,1.0375,1,0
20254,2,40代,2,1,2,1,3,02,3,4,1.9,1,1
20256,2,30代,5,1,2,1,2,03,3,0,2.2,1,0
20257,2,20代,2,2,3,1,1,02,3,16,1,4,1
20258,2,20代,7,2,1,2,1,02,3,1,1,4,0
20259,1,40代,2,2,3,1,4,03,3,5,1.083333333,1,0
20260,1,20代,7,2,1,2,0,02,3,4,1.5,1,0
20261,2,20代,3,2,1,2,2,02,3,2,3.5,1,0
20262,2,20代,2,2,3,1,1,02,3,4,1,4,0
20263,1,20代,2,2,3,1,1,02,3,5,1.04,1,1
20264,1,20代,2,2,1,1,0,02,3,1,1,4,1
20265,2,20代,5,2,1,2,0,02,3,4,1.2,1,0
20267,2,40代,2,1,4,1,1,02,3,0,1.6,1,0
20268,2,20代,7,2,1,2,1,02,3,5,1,4,1
20269,1,70代,5,1,2,1,1,08,3,2,1.228571429,1,0
20270,1,40代,2,1,4,1,4,01,3,12,1.5,1,0
20271,2,20代,5,2,1,2,3,02,3,8,2,1,0
20272,1,40代,3,1,3,1,2,02,3,0,1,6,0
20273,1,40代,1,1,1,2,3,03,3,1,1.230769231,1,0
20274,1,50代,1,2,1,2,3,01,3,7,1.37037037,1,1
20275,1,30代,2,2,4,1,1,12,3,3,1.033333333,1,0
20276,2,40代,2,2,3,1,2,02,3,1,1.166666667,1,0
20277,1,50代,2,1,4,1,9,05,2,12,1.5,2,1
20278,1,30代,1,1,3,1,4,01,3,18,1,4,0
20279,2,30代,5,2,2,2,3,02,3,1,1.25,2,0
20280,2,60代,2,1,3,1,1,12,2,0,1.533333333,1,1
20281,2,20代,5,2,1,2,1,02,2,0,2.6,1,0
20282,1,60代,1,1,2,1,5,10,2,0,2.666666667,1,0
20283,2,20代,2,2,4,1,3,02,2,0,2.666666667,1,0
20284,2,50代,2,1,4,1,1,02,2,1,1.5,1,0
20285,2,50代,1,1,2,1,0,07,2,0,1.333333333,1,0
20286,1,60代,1,1,2,1,2,05,2,0,2.111111111,1,0
20287,2,40代,1,1,3,1,3,02,2,0,1.784615385,1,0
20288,2,60代,1,1,4,1,1,08,2,1,1.272727273,1,0
20289,1,40代,4,1,4,1,4,01,2,0,1,4,1
20290,1,60代,1,1,2,1,9,02,2,0,1,4,0
20291,2,60代,2,1,2,1,1,07,2,1,1.7,1,0
20292,2,60代,1,2,1,0,1,08,2,3,1.538461538,2,0
20293,2,70代,1,2,2,1,6,01,2,0,1.95,1,0
20294,1,50代,1,1,4,1,2,02,2,7,1,4,0
20295,2,40代,1,1,4,1,6,02,2,2,1.25,1,0
20296,2,20代,5,2,1,1,2,02,2,7,1,4,0
20297,1,50代,1,1,3,1,9,01,3,12,1,4,0
20298,2,20代,5,2,1,1,2,02,2,1,2.666666667,1,0
20299,1,50代,1,1,3,1,9,01,2,0,2.875,1,0
20300,1,30代,5,2,1,2,3,02,3,4,3,1,0
20301,2,30代,5,1,4,1,2,10,2,5,1.55,1,0
20302,2,40代,4,1,3,1,1,04,2,2,2.2,1,0
20303,2,40代,1,1,4,1,3,02,2,6,3.307692308,1,0
20304,2,40代,2,1,3,2,2,02,2,8,1.733333333,1,0
20305,2,20代,2,2,4,1,0,06,3,7,1,4,1
20306,2,80代,1,2,1,1,1,08,2,0,1,6,1
20307,1,40代,2,2,1,1,2,05,3,3,2,2,0
20308,1,60代,1,1,2,1,6,01,2,0,3.01,1,0
20309,2,70代,2,1,2,1,9,10,2,3,1.055555556,1,0
20310,2,50代,7,2,1,1,1,07,2,0,1.666666667,1,0
20311,2,50代,1,2,4,1,0,07,2,1,2,1,0
20312,2,40代,4,2,1,2,7,02,2,17,1.733333333,1,0
20313,2,20代,2,2,4,1,0,06,3,4,1,4,0
20314,2,40代,2,2,3,1,2,02,3,0,1.5,1,0
20315,2,50代,2,1,2,1,2,02,2,15,2.666666667,1,0
20316,2,50代,1,2,2,1,4,02,2,4,1.857142857,1,0
20318,2,40代,2,1,4,1,0,04,2,7,1.1,1,0
20319,2,20代,5,2,1,2,2,02,3,0,1.75,1,1
